"Adresse","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Quasi-doublon le plus proche","Nombre de quasi-doublons","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Total des erreurs de langue","Erreurs d'orthographe","Erreurs de grammaire","Language","Hachage","Indexabilité","Statut d'indexabilité"
"https://www.promovacances.com/france/montagne/location-alpes/","2819","591","4,770","83,692","Facile","","","","","","","","","","fr","f729476aed5485dd1b5d634578229217","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-seville/theme,28/pays,6/ville,1719/","717","184","3,897","80,051","Facile","","","","","","","","","","fr","9ac1b48882f4861269cc848f148636d","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-montenegro/theme,28/pays,156/ville,/","965","257","3,755","90,370","Très facile","","","","","","","","","","fr","7798a50d375ce9bb4f29f1a0c02d924e","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-cuba/theme,28/pays,56/ville,/","984","268","3,672","95,897","Très facile","","","","","","","","","","fr","5b83c47604cdec4c30f4d11932ae5dad","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-thailande/theme,28/pays,215/ville,/","1885","521","3,618","100,000","Très facile","","","","","","","","","","fr","d5e27469516ccf1d5a90cf00cf9f196f","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-grece---les-cyclades/theme,28/pays,322/ville,/","553","140","3,950","86,252","Facile","","","","","","","","","","fr","c40ecb0554c313b440c7b2cb9cde841d","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-polynesie-francaise/theme,28/pays,176/ville,/","470","122","3,852","100,000","Très facile","","","","","","","","","","fr","8089c585ba2766b5232f950ef9b529b8","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-dubai/theme,28/pays,258/ville,1764/","1840","516","3,566","100,000","Très facile","","","","","","","","","","fr","f54c0d764b2e484e74a8241908e0128a","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-emirats-arabes-unis/theme,28/pays,259/ville,/","1833","467","3,925","94,666","Très facile","","","","","","","","","","fr","de0798f5d7e3b9cf0e02b1d1d62efe99","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-chypre/theme,28/pays,44/ville,/","1788","524","3,412","100,000","Très facile","","","","","","","","","","fr","cf6e77b9dfbcd4532eea7912dae24917","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bahamas/theme,28/pays,18/ville,/","589","176","3,347","98,730","Très facile","","","","","","","","","","fr","268239947e33a7c94065c0d3acebf7f8","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-algarve/theme,28/pays,254/ville,/","1673","452","3,701","99,869","Très facile","","","","","","","","","","fr","1ea3e070df8f6483bb338d33b845c28b","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-koh-samui/theme,28/pays,215/ville,930/","1030","265","3,887","98,659","Très facile","","","","","","","","","","fr","8acd952527978107704cd1da563a250d","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-mykonos/theme,28/pays,233/ville,/","558","137","4,073","86,414","Facile","","","","","","","","","","fr","b40d42cf9050a7497bd969c659c7d465","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille/theme,28/pays,/ville,/","1540","465","3,312","100,000","Très facile","","","","","","","","","","fr","e4c59eb767fbc9808d64894a6f8f813c","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-malte/theme,28/pays,148/ville,/","1018","298","3,416","100,000","Très facile","","","","","","","","","","fr","611bd5a262bfb45ec705f5724af2b4a4","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-tenerife/theme,28/pays,429/ville,/","1775","465","3,817","94,768","Très facile","","","","","","","","","","fr","4d1ae8578501acbaa2c9e618a20e4f1","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-canaries/theme,28/pays,38/ville,/","1855","519","3,574","99,863","Très facile","","","","","","","","","","fr","cdbb20584355b6c449bb066720392532","Indexable",""
"https://www.promovacances.com/france/location-vacances-corse/","2813","626","4,494","81,193","Facile","","","","","","","","","","fr","61864c767e8da1af5515770cb9db46b5","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-turquie/theme,28/pays,220/ville,/","1733","501","3,459","100,000","Très facile","","","","","","","","","","fr","de872e2b8c6392664328a77a12941e6d","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-andalousie/theme,28/pays,6/ville,/","1777","516","3,444","98,887","Très facile","","","","","","","","","","fr","6e369db68920bfafba1b13ece98b4c2c","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-espagne/theme,28/pays,66/ville,/","1805","509","3,546","100,000","Très facile","","","","","","","","","","fr","dd761a7caf5b659f08e66cab63fd7f81","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-maroc-balneaire/theme,28/pays,323/ville,/","1673","455","3,677","96,860","Très facile","","","","","","","","","","fr","c28130b53a9c70960178903d72f7418d","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bodrum/theme,28/pays,220/ville,571/","729","193","3,777","92,986","Très facile","","","","","","","","","","fr","eddb3b39245f7d8b2bedfe72e5c29af8","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-sardaigne/theme,28/pays,195/ville,/","1036","299","3,465","100,000","Très facile","","","","","","","","","","fr","a5d7134df86b3ec57f8a187ecdef3138","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-seychelles/theme,28/pays,198/ville,/","1500","443","3,386","100,000","Très facile","","","","","","","","","","fr","314159eb0f288ddc501277615f8b4ea7","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-mexique-balneaire/theme,28/pays,249/ville,/","1738","468","3,714","100,000","Très facile","","","","","","","","","","fr","4fbf371e8db2d3c08055af227ccb1b57","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bresil/theme,28/pays,31/ville,/","1036","287","3,610","100,000","Très facile","","","","","","","","","","fr","3b791646622fdf8a9eb8a52404fd6914","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-italie/theme,28/pays,125/ville,/","1781","509","3,499","100,000","Très facile","","","","","","","","","","fr","6aac3aaae74d24e9c3556ca0b838a76f","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-croatie/theme,28/pays,55/ville,/","1518","401","3,786","99,667","Très facile","","","","","","","","","","fr","527976c8e4b038cd79775cf3baecc6a7","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-hurghada/theme,28/pays,62/ville,867/","1813","509","3,562","100,000","Très facile","","","","","","","","","","fr","d0ab79f46e0b2efa0d517938c167259a","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-lisbonne/theme,28/pays,178/ville,991/","650","178","3,652","100,000","Très facile","","","","","","","","","","fr","61675834fb9cf83fd9838bda1a2fed9d","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-antalya/theme,28/pays,220/ville,497/","1768","502","3,522","100,000","Très facile","","","","","","","","","","fr","1404091927d129b19a318029c69045cc","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-mer-rouge/theme,28/pays,459/ville,/","1687","451","3,741","100,000","Très facile","","","","","","","","","","fr","446f21f890fa44cccd54ede3dd27ffd5","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-bangkok/theme,28/pays,215/ville,543/","1178","309","3,812","100,000","Très facile","","","","","","","","","","fr","dcd0a576c6fda5f1834581e683527015","Indexable",""
"https://www.promovacances.com/france/location-vacances-bretagne/","2828","576","4,910","88,832","Facile","","","","","","","","","","fr","b62aa6443d5f142cef0f51f106da71df","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-reunion/theme,28/pays,185/ville,/","979","274","3,573","100,000","Très facile","","","","","","","","","","fr","e7efc1b7b0a1c102d7130e1f61b9e367","Indexable",""
